1,459,5
10,417,4
10,314,4
10,42,3
10,324,2
100,9,1
100,346,2
100,376,2
100,435,4
100,376,5
100,346,4
100,431,5
100,364,3
100,374,5
100,384,4
100,335,1
100,335,2
100,402,3
100,482,5
11,420,5
11,327,5
11,335,4.5
11,398,4
11,364,5
11,374,4
11,384,5
12,346,2
12,376,3
12,9,2
12,335,3
13,376,4
13,367,2
13,381,5
13,327,2
13,346,5
13,89,1
13,357,5
14,377,1
14,387,3
14,44,4
14,327,3
15,402,2
15,357,5
15,94,2
16,377,5
16,398,1
16,387,4
16,367,5
16,313,5
16,373,5
18,314,4
18,6,5
18,15,1
19,324,2
19,398,5
19,373,5
2,456,4
2,172,5
2,162,5
2,76,4
2,301,5
2,381,1
2,373,4
2,86,1
20,384,5
20,364,2
20,374,3
20,66,3
20,76,5
20,402,4
20,313,2
21,398,4
21,89,4
21,314,1
21,164,2
21,324,2
21,417,5
21,86,1
21,97,4
22,420,5
22,291,5
22,290,2
22,364,1
22,373,2
22,374,2
22,184,1
23,384,3
23,301,4
23,44,2
24,94,5
24,398,2
24,314,5
24,324,2
24,286,1
24,284,3
24,313,5
24,402,2
24,381,4
25,398,5
25,373,3
25,431,3
25,234,5
25,282,4
25,381,4
25,357,3
25,364,3
25,374,4
25,381,2
25,167,1
25,144,4.4
25,335,2
25,377,3
25,381,3
25,384,5
25,377,5
26,381,5
26,6,5
26,180,4
26,169,5
26,346,4
26,335,3
26,381,2
26,15,3
26,51,5
26,435,3
26,439,4
26,314,2
26,169,5
26,324,3
26,171,5
26,172,3
26,364,3
26,313,3
26,402,1
26,78,2
27,71,1
27,374,5
27,167,5
27,373,1
27,384,5
27,402,5
27,402,4
28,313,4
28,381,1
28,66,5
28,76,5
28,86,5
28,402,4
28,313,5
28,313,5
28,162,5
28,249,4
28,109,5
28,456,3
29,459,5
29,314,2
29,499,3
29,159,4
29,346,2
29,291,4
29,290,2
3,314,2
3,324,2
30,324,3
30,335,4
30,42,5
30,402,5
30,373,5
31,313,3
31,381,3
31,282,2
31,71,1
31,402,5
31,51,1
31,314,2
31,373,4
31,313,5
31,402,4
31,373,3
31,364,2
31,324,2
31,284,5
31,314,3
31,286,2
31,373,3
31,314,2
31,324,5
31,324,3
31,111,3
31,364,3
31,374,2
31,384,1
31,197,1
31,490,5
31,491,5
31,150,3
31,152,5
32,367,4
32,377,2
32,482,3
32,346,5
32,324,4
32,376,4
32,335,4
32,374,5
32,327,5
32,327,3
32,42,5
32,374,4
32,384,5
32,364,5
32,364,4
32,373,3
32,384,2
32,314,5
32,314,3
32,324,2
32,374,3
32,313,5
32,384,2
32,374,5
32,172,2
33,374,3
33,171,3
33,169,4
33,364,5
33,373,2
33,384,5
33,335,5
33,335,5
33,324,2
33,346,5
33,367,5
33,335,3
33,402,5
33,169,5
33,384,5
33,9,4
33,402,5
33,327,5
33,15,4
34,367,5
34,89,3
34,376,5
34,346,3
34,387,3
34,357,3
34,377,2
34,384,5
34,374,4
34,324,5
34,364,5
34,159,5
34,162,4
34,313,4
34,167,3
34,335,4
34,314,3
35,374,4
35,364,5
35,373,5
35,159,2
36,314,5
36,367,5
36,387,5
36,6,2
36,439,4
36,456,5
36,258,5
36,150,3
36,357,5
36,357,5
36,376,5
36,377,2
36,357,5
36,376,4
36,387,5
36,377,4
36,387,2
36,417,5
36,384,2
36,335,5
37,431,3
37,150,2
37,439,2
37,346,2
37,387,2
37,420,5
37,94,2
37,387,3
37,459,5
37,167,5
37,357,2
37,335,4
37,398,4
38,364,5
38,373,3
38,89,5
38,381,2
38,66,5
38,398,2
38,346,3
38,172,4.5
39,398,4
39,314,3
39,327,4
39,346,2
39,171,4.5
39,398,2
39,9,5
39,327,4
39,346,5
39,44,5
39,44,4
39,180,5
39,327,2
39,327,4
39,346,5
4,364,4
4,381,5
40,417,3
40,324,5
40,9,3
40,376,1
40,152,2
41,376,5
41,346,4
41,89,2.5
41,357,3
41,150,5
41,327,4
41,374,4
41,384,5
41,335,5
41,346,2
41,364,4
41,377,4
41,367,1
41,144,3
41,398,4
41,171,1
41,420,3
41,172,2
41,387,5
41,94,1
41,203,3
41,357,2
42,15,4
42,398,4
42,207,2
42,172,4
42,162,5
42,435,4
42,431,4
42,291,4
42,164,5
42,184,5
42,6,4
42,377,5
42,376,4
42,327,3
42,357,5
42,367,2
42,15,5
42,335,3
42,44,5
42,376,4
42,346,2
42,94,4
42,367,5
42,367,3
42,357,5
42,327,5
42,66,2.5
42,387,2
42,387,1
42,377,4
42,86,4.5
42,76,4.5
43,258,2
43,159,4
43,6,4
43,357,5
43,327,3
43,387,5
43,398,5
43,377,3
43,346,3
43,167,1
43,439,3
43,76,2
43,290,5
43,286,5
43,66,5
43,86,3
44,180,5
44,97,3
44,169,5
44,456,2
44,284,5
44,282,4
44,225,4
44,373,2
44,314,5
44,324,2
44,459,5
44,377,5
44,367,2
44,6,5
44,15,4
44,398,4
44,327,3
44,381,1
44,376,3
44,86,5
44,76,4
44,381,2
44,398,4
44,387,5
44,357,2
44,367,3
44,66,5
44,66,5
44,203,4
45,376,4
45,381,3
45,387,4
45,367,2
45,86,4
45,398,5
45,207,2
45,76,4
45,377,5
45,172,5
45,171,4
45,234,4
45,364,3
45,381,1
45,384,1
45,367,4
45,374,4
46,159,2
46,162,3
46,78,4
46,167,4
46,169,3
46,290,5
46,335,5
46,291,4
46,373,5
46,381,5
46,402,5
46,313,4
46,313,5
46,402,4
46,398,2
46,381,1
46,373,2
47,381,3
47,364,5
47,402,2
47,313,5
47,314,3
47,364,5
47,225,3
47,374,4
47,324,5
47,402,2
47,402,5
47,373,2
47,313,5
47,374,4
47,314,4
47,324,5
47,313,4
47,109,2
47,197,2
47,286,3
47,150,4
47,152,3
47,346,3
47,402,3
47,282,3
47,373,2
47,249,2
47,499,2
47,284,1
48,172,1
48,314,4
48,313,5
48,384,5
48,314,3
48,384,2
49,435,2
49,335,5
49,373,3
49,335,2
49,324,5
49,364,5
49,324,5
49,111,5
49,364,4
49,169,2
49,171,2
49,167,5
5,374,5
5,384,2
50,374,2
50,159,5
50,162,2
50,384,5
50,324,4
50,71,5
50,51,2
50,439,5
50,374,5
50,384,5
50,314,5
51,376,4
51,346,2
51,459,3
51,71,3
51,335,5
51,346,3
51,346,4
51,51,2
51,376,5
51,384,3
51,374,2
51,42,5
51,364,4
51,456,4
51,335,5
51,150,2
51,159,5
51,258,4
51,152,2
52,203,4
52,346,5
52,150,3
52,376,5
52,367,2
52,376,2
52,357,5
52,377,5
52,327,3
52,346,5
52,42,5
52,364,5
52,377,3
52,327,5
52,324,5
52,314,5
52,357,2
52,367,5
52,335,5
52,376,1
53,387,5
53,384,5
53,374,4
53,387,2
53,327,5
53,207,2
53,144,4
54,327,4
54,367,2
54,346,5
54,357,5
54,327,4
55,335,4
55,357,4
55,387,5
55,376,1
55,9,1
55,377,2
55,367,4
55,377,3
55,172,2
55,171,4
55,377,3
55,367,2
55,357,4
56,258,2
56,159,4
56,172,2
56,162,3
56,387,2
56,387,4
56,398,5
56,398,5
57,327,4
57,89,4
57,9,2
57,164,3
58,184,4
58,367,2
58,357,3
59,377,3
59,398,5
6,313,4
6,402,4
60,207,5
60,225,2
60,71,2
60,203,4
60,51,3
60,398,5
60,167,3
60,346,5
60,387,2
60,44,4
60,89,1
60,94,4
61,44,2
62,94,4
62,398,3
62,169,5
62,42,2
63,180,3
63,381,5
63,225,2
63,381,4
63,6,3.5
63,15,4
64,402,5
64,9,5
65,234,2
65,313,1
65,402,4
65,435,5
65,51,5
65,71,5
66,42,2
66,313,5
66,373,4
66,89,5
66,373,4
67,314,4
67,94,5
67,324,1
67,44,5
67,314,2
67,324,3
68,364,5
68,374,4
68,384,5
68,249,2
69,499,4
69,374,2
69,364,5
7,335,4.4
70,384,3
71,9,3
71,335,1
71,6,4
71,335,4
71,490,3
71,491,2
71,15,5
72,76,5
72,66,2
72,86,2
72,482,3
72,346,1
72,89,5
73,94,2
73,44,2
73,346,4
73,376,1
73,97,5
73,402,2
73,376,5
73,327,4
74,357,1
74,377,3
74,387,5
74,367,2
74,357,4
74,327,2
75,15,2
75,6,3
75,367,5
75,377,2
75,387,3
75,78,3
75,417,4
76,420,3
77,398,3
77,86,4
77,66,3
77,76,5
78,398,4
78,97,4
78,109,5
78,431,5
8,373,3
8,402,5
8,324,3
8,51,3
8,71,4
8,314,3
8,313,5
80,435,5
80,197,4
81,439,3
81,111,5
82,456,4
82,373,2
82,78,5
83,459,5
85,364,5
85,374,4
85,324,5
85,314,3
86,150,3
86,384,2
86,335,5
86,109,5
86,197,5
88,111,3
88,51,5
88,346,5
88,171,5
88,172,4
88,144,4
89,172,3
89,376,5
89,162,4
89,71,3
9,364,4.4
9,373,4
9,374,1
9,384,1.5
9,376,2
9,346,5
90,164,2
90,327,4
90,184,3
90,301,2
90,42,1
92,335,5
93,381,1
94,491,3.5
94,490,4.4
94,346,5
95,402,5
95,402,2
95,381,3
95,376,5
95,313,5
95,234,4
96,381,3
96,327,2
96,357,4
96,373,3
96,367,1
96,373,3
96,313,5
96,402,5
96,482,4.5
97,402,5
97,314,5
97,314,2
97,324,3
97,51,1
97,387,3
97,377,2
97,313,1
97,249,3
98,499,5
98,364,3
98,373,5
98,374,5
98,324,5
98,71,5
98,364,4
99,398,2
99,384,4
99,324,1
99,314,2
99,335,3
99,417,2
99,420,5
99,42,3
99,374,4
99,384,5
99,491,5
99,490,4
